id,name,college,dob,career_start,career_end
ChunPa99,Patrick Chung,,,,
JoneJo03,Jonathan Jones,,,,
RoweEr00,Eric Rowe,,,,
ShelDa01,Danny Shelton,,,,
HarmDu00,Duron Harmon,,,,
VanNKy00,Kyle Van Noy,,,,
BrowMa01,Malcom Brown,,,,
HighDo01,Dont'a Hightower,,,,
EbneNa00,Nate Ebner,,,,
GrigNi01,Nicholas Grigsby,,,,
GrisGe00,Geneo Grissom,,,,
KingBr02,Brandon King,,,,
McCoJa99,Jason McCourty,,,,
SlatMa00,Matthew Slater,,,,
ClayAd00,Adrian Clayborn,,,,
DaviKe03,Keionta Davis,,,,
FairKa01,Ka'imi Fairbairn,,,,
DaniTr00,Trevor Daniel,,,,
GostSt20,Stephen Gostkowski,,,,
AlleRy01,Ryan Allen,,,,
AlleDw00,Dwayne Allen,,,,
BrowTr02,Trent Brown,,,,
ThunJo00,Joe Thuney,,,,
AndrDa00,David Andrews,,,,
MasoSh01,Shaq Mason,,,,
CannMa00,Marcus Cannon,,,,
DaveJu00,Julie'n Davenport,,,,
KeleSe00,Senio Kelemete,,,,
MartNi00,Nick Martin,,,,
FultZa00,Zach Fulton,,,,
HendSe00,Seantrel Henderson,,,,
WaddLa01,LaAdrian Waddle,,,,
CardJo00,Joe Cardona,,,,
KarrTe00,Ted Karras,,,,
RankMa00,Martinas Rankin,,,,
MancGr00,Greg Mancz,,,,
PeteBr00,Brian Peters,,,,
WebbJo00,Joe Webb,,,,
ScarBr00,Brennan Scarlett,,,,
MoorA.00,A.J. Moore,,,,
JameNa00,Natrell Jamerson,,,,
WeekJo00,Jon Weeks,,,,
BortBl00,Blake Bortles,,,,
YeldT.00,T.J. Yeldon,,,,
FourLe00,Leonard Fournette,,,,
GranCo00,Corey Grant,,,,
ColeKe00,Keelan Cole,,,,
WestDe00,Dede Westbrook,,,,
SefeAu00,Austin Seferian-Jenkins,,,,
MoncDo00,Donte Moncrief,,,,
PaulNi00,Niles Paul,,,,
O'ShJa00,James O'Shaughnessy,,,,
MannEl00,Eli Manning,,,,
BarkSa00,Saquon Barkley,,,,
StewJo00,Jonathan Stewart,,,,
ShepSt00,Sterling Shepard,,,,
EngrEv00,Evan Engram,,,,
ElliRh00,Rhett Ellison,,,,
BeckOd00,Odell Beckham Jr.,,,,
GallWa00,Wayne Gallman,,,,
JackMy00,Myles Jack,,,,
CampCa99,Calais Campbell,,,,
McCrLe01,Lerentee McCray,,,,
SmitTe01,Telvin Smith,,,,
ChurBa99,Barry Church,,,,
DareMa00,Marcell Dareus,,,,
RamsJa00,Jalen Ramsey,,,,
BouyA.00,A.J. Bouye,,,,
GipsTa00,Tashaun Gipson,,,,
HaydDJ00,D.J. Hayden,,,,
JackMa02,Malik Jackson,,,,
HarrRo02,Ronnie Harrison,,,,
JacoLe00,Leon Jacobs,,,,
JoneAb00,Abry Jones,,,,
BryaTa00,Taven Bryan,,,,
CharDJ00,DJ Chark,,,,
HernTr00,Tre Herndon,,,,
NgakYa00,Yannick Ngakoue,,,,
WilsJa00,Jarrod Wilson,,,,
PaynDo00,Donald Payne,,,,
JenkJa03,Jackrabbit Jenkins,,,,
WynnKe00,Kerry Wynn,,,,
GoodB.00,B.J. Goodson,,,,
OgleAl00,Alec Ogletree,,,,
ArmsRa01,Ray-Ray Armstrong,,,,
HarrDa03,Damon Harrison,,,,
RileCu00,Curtis Riley,,,,
CollLa00,Landon Collins,,,,
TomlDa00,Dalvin Tomlinson,,,,
HillB.00,B.J. Hill,,,,
ApplEl00,Eli Apple,,,,
WebbBW00,B.W. Webb,,,,
EdwaMa01,Mario Edwards,,,,
MartKa00,Kareem Martin,,,,
ThomMi02,Michael Thomas,,,,
CartLo01,Lorenzo Carter,,,,
ClayKa00,Kaelin Clay,,,,
HamiAn01,Antonio Hamilton,,,,
StupNa01,Nathan Stupar,,,,
BarwCo99,Connor Barwin,,,,
MickJa01,Jaydon Mickens,,,,
LatiCo00,Cody Latimer,,,,
LambJo00,Josh Lambo,,,,
CookLo00,Logan Cooke,,,,
DixoRi00,Riley Dixon,,,,
RosaAl00,Aldrick Rosas,,,,
HernWi00,Will Hernandez,,,,
HalaJo00,Jon Halapio,,,,
OmamPa00,Patrick Omameh,,,,
FlowEr00,Ereck Flowers,,,,
SoldNa00,Nate Solder,,,,
JenkJo00,John Jenkins,,,,
BohaTo00,Tommy Bohanon,,,,
RobiCa00,Cam Robinson,,,,
NorwAn01,Andrew Norwell,,,,
LindBr00,Brandon Linder,,,,
CannA.00,A.J. Cann,,,,
ParnJe00,Jermey Parnell,,,,
SmitSh02,Shane Smith,,,,
SimoSc00,Scott Simonson,,,,
ShepRu00,Russell Shepard,,,,
WheeCh00,Chad Wheeler,,,,
ChanSe00,Sean Chandler,,,,
DeOsZa99,Zak DeOssie,,,,
WellJo02,Josh Wells,,,,
ShatTy00,Tyler Shatley,,,,
DaviCo02,Cody Davis,,,,
BrowBl00,Blair Brown,,,,
TinkCa00,Carson Tinker,,,,
PatmTy00,Tyler Patmon,,,,
GabbBl00,Blaine Gabbert,,,,
MariMa01,Marcus Mariota,,,,
LewiDi00,Dion Lewis,,,,
HenrDe00,Derrick Henry ,,,,
DaviCo03,Corey Davis,,,,
WalkHu00,Delanie Walker,,,,
StocLu00,Luke Stocker,,,,
SharTa00,Tajae Sharpe,,,,
SmitJo01,Jonnu Smith,,,,
TaylTa00,Taywan Taylor,,,,
TannRy00,Ryan Tannehill,,,,
GoreFr00,Frank Gore,,,,
DrakKe00,Kenyan Drake,,,,
WilsAl02,Albert Wilson,,,,
StilKe00,Kenny Stills,,,,
GranJa00,Jakeem Grant,,,,
AmenDa00,Danny Amendola,,,,
GesiMi00,Mike Gesicki,,,,
ButlMa01,Malcolm Butler,,,,
VaccKe00,Kenny Vaccaro,,,,
CorrKa00,Kamalei Correa,,,,
WoodWe20,Wesley Woodyard,,,,
RyanLo00,Logan Ryan,,,,
CaseJu00,Jurrell Casey,,,,
BrowJa06,Jayon Brown,,,,
JackAd00,Adoree' Jackson,,,,
ByarKe01,Kevin Byard,,,,
BateDa00,Daren Bates,,,,
CompWi00,William Compton,,,,
JoneDa04,DaQuan Jones,,,,
OrakBr99,Brian Orakpo,,,,
WallAa00,Aaron Wallace,,,,
CruiDa00,Dane Cruikshank,,,,
FlueDa00,David Fluellen,,,,
LogaBe00,Bennie Logan,,,,
MorgDe99,Derrick Morgan,,,,
SimsLe00,LeShaun Sims,,,,
JoneRe99,Reshad Jones,,,,
AlonKi00,Kiko Alonso,,,,
McDoTJ00,T.J. McDonald,,,,
BakeJe00,Jerome Baker,,,,
FitzMi00,Minkah Fitzpatrick,,,,
McMiRa02,Raekwon McMillan,,,,
HowaXa00,Xavien Howard,,,,
QuinRo00,Robert Quinn,,,,
SpenAk00,Akeem Spence,,,,
TaylVi00,Vincent Taylor,,,,
WakeCa00,Cameron Wake,,,,
GodcDa00,Davon Godchaux,,,,
McCaBo01,Bobby McCain,,,,
AikeWa00,Walt Aikens,,,,
AlleCh02,Chase Allen,,,,
BoldBr00,Brandon Bolden,,,,
BranAn00,Andre Branch,,,,
HarrCh03,Charles Harris,,,,
PhilJo01,Jordan Phillips,,,,
MattRi00,Rishard Matthews,,,,
JennDa00,Darius Jennings,,,,
SuccRy44,Ryan Succop,,,,
KernBr20,Brett Kern,,,,
SandJa00,Jason Sanders,,,,
HaacMa00,Matt Haack,,,,
TunsLa00,Laremy Tunsil,,,,
SittJo20,Josh Sitton,,,,
KilgDa00,Daniel Kilgore,,,,
DaviJe00,Jesse Davis,,,,
JameJa01,Ja'Wuan James,,,,
LewaTa00,Taylor Lewan ,,,,
SpaiQu00,Quinton Spain,,,,
JoneBe01,Ben Jones,,,,
KlinJo01,Josh Kline,,,,
KellDe00,Dennis Kelly,,,,
JohnAu01,Austin Johnson,,,,
DerbA.00,A.J. Derby,,,,
SmytDu00,Durham Smythe,,,,
HayeWi99,William Hayes,,,,
McTyTo00,Torry McTyer,,,,
PerrSe00,Senorise Perry,,,,
McEvTa01,Tanner McEvoy,,,,
AnthSt00,Stephone Anthony,,,,
DennJo20,John Denney,,,,
TankCo00,Cordrea Tankersley,,,,
LarsTe20,Ted Larsen,,,,
YounSa21,Sam Young,,,,
PampKe00,Kevin Pamphile,,,,
FincSh00,Sharif Finch,,,,
TrawBr00,Brynden Trawick,,,,
BrinBe00,Beau Brinkley,,,,
LeviCo00,Corey Levin,,,,
DurdKe00,Kenneth Durden,,,,
GaroJi00,Jimmy Garoppolo,,,,
BreiMa00,Matt Breida,,,,
MorrAl00,Alfred Morris,,,,
KittGe00,George Kittle,,,,
PettDa00,Dante Pettis,,,,
JuszKy00,Kyle Juszczyk,,,,
TaylTr02,Trent Taylor,,,,
GarcPi00,Pierre Garcon,,,,
GoodMa00,Marquise Goodwin,,,,
BourKe00,Kendrick Bourne,,,,
CousKi00,Kirk Cousins,,,,
MurrLa00,Latavius Murray,,,,
CookDa01,Dalvin Cook,,,,
DiggSt00,Stefon Diggs,,,,
ThieAd00,Adam Thielen,,,,
TreaLa00,Laquon Treadwell,,,,
RudoKy00,Kyle Rudolph,,,,
MorgDa01,David Morgan,,,,
ConkTy00,Tyler Conklin,,,,
HamxC.00,C.J. Ham,,,,
BuckDe00,DeForest Buckner,,,,
BlaiRo00,Ronald Blair,,,,
WarnFr00,Fred Warner,,,,
CoylBr00,Brock Coyle,,,,
TartJa00,Jaquiski Tartt,,,,
ArmsAr01,Arik Armstead,,,,
ColbAd00,Adrian Colbert,,,,
MitcEa99,Earl Mitchell,,,,
LeexEl00,Elijah Lee,,,,
WillKW00,K'Waun Williams,,,,
JoneD.01,D.J. Jones,,,,
MarsCa00,Cassius Marsh,,,,
MostRa00,Raheem Mostert,,,,
SherRi00,Richard Sherman,,,,
CeleGa00,Garrett Celek,,,,
DayxSh00,Sheldon Day,,,,
ThomSo00,Solomon Thomas,,,,
WardJi01,Jimmie Ward,,,,
WithAh00,Ahkello Witherspoon,,,,
NzeoMa00,Mark Nzeocha,,,,
SmitHa00,Harrison Smith,,,,
HughMi00,Mike Hughes,,,,
RhodXa00,Xavier Rhodes,,,,
HuntDa01,Danielle Hunter,,,,
RichSh00,Sheldon Richardson,,,,
GrifEv99,Everson Griffen,,,,
GedeBe00,Ben Gedeon,,,,
JoseLi99,Linval Joseph,,,,
KendEr00,Eric Kendricks,,,,
SendAn00,Andrew Sendejo,,,,
BarrAn00,Anthony Barr,,,,
HillHo00,Holton Hill,,,,
WaynTr00,Trae Waynes,,,,
SherMa20,Marcus Sherels,,,,
gouldrob01,Robbie Gould,,,,
PiniBr00,Bradley Pinion,,,,
CarlDa00,Daniel Carlson,,,,
WileMa01,Matt Wile,,,,
ReifRi00,Riley Reiff,,,,
CompTo00,Tom Compton,,,,
JoneBr04,Brett Jones,,,,
RemmMi00,Mike Remmers,,,,
HillRa01,Rashod Hill,,,,
StalJo20,Joe Staley,,,,
TomlLa01,Laken Tomlinson,,,,
RichWe00,Weston Richburg,,,,
PersMi00,Michael Person,,,,
McGlMi00,Mike McGlinchey,,,,
ColeSt00,Stacy Coley,,,,
KearJa00,Jayron Kearse,,,,
JohnJa09,Jaleel Johnson,,,,
WeatSt00,Stephen Weatherly,,,,
ParrDa00,David Parry,,,,
BoweTa00,Tashawn Bower,,,,
WilsEr00,Eric Wilson,,,,
HarrAn01,Anthony Harris,,,,
DownDe00,Devante Downs,,,,
IlokGe00,George Iloka,,,,
ZylsBr00,Brandon Zylstra,,,,
McDeKe00,Kevin McDermott,,,,
IsidDa00,Danny Isidora,,,,
GillGa01,Garry Gilliam,,,,
GarnJo00,Joshua Garnett,,,,
WickCo00,Cole Wick,,,,
MoorTa00,Tarvarius Moore,,,,
ReedD.00,D.J. Reed,,,,
ExumAn00,Antone Exum,,,,
NelsKy00,Kyle Nelson,,,,
MabiGr00,Greg Mabin,,,,
FitzRy00,Ryan Fitzpatrick,,,,
BarbPe01,Peyton Barber,,,,
WilsSh01,Shaun Wilson,,,,
RodgJa00,Jacquizz Rodgers,,,,
EvanMi00,Mike Evans,,,,
JackDe00,DeSean Jackson,,,,
HowaO.00,O.J. Howard,,,,
